code,name,type,class,subclass,region,ID_unit,province,municipality,barangay,selected,overselected
DOH000000000002431,MABINI-J. RIZAL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),411,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,MABINI-J. RIZAL,0,0
DOH000000000000861,MABOLO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),412,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MABOLO,0,0
DOH000000000002238,MAHARLIKA VILLAGE HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),413,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,MAHARLIKA VILLAGE,0,0
DOH000000000011982,MAKABAYAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),414,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,BARANGKA DRIVE,0,0
DOH000000000027930,MALABO HEALTH STATION,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),415,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MAYSAN,0,0
DOH000000000002428,MALAMIG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),416,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,MALAMIG,0,1
DOH000000000001876,MALANDAY HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),417,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MALANDAY,0,0
DOH000000000005330,MALANDAY HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),418,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,MALANDAY,0,0
DOH000000000012082,MALARIA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),419,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 185,0,0
DOH000000000003082,MALIBAY HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),420,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PASAY CITY,BARANGAY 174,0,0
DOH000000000007330,MALIGAYA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),421,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,PASONG PUTIK PROPER,0,0
DOH000000000007333,MALINAO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),422,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,MALINAO,0,0
DOH000000000006911,MALINTA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),423,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MALINTA,0,0
DOH000000000001436,MANGGAHAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),424,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,MANGGAHAN,0,0
DOH000000000000866,MANOTOC HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),425,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MARULAS,0,0
DOH000000000002282,MANUYO UNO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),426,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,MANUYO UNO,0,0
DOH000000000006912,MAPULANG LUPA HEALTH CENTER (MAIN),Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),427,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MAPULANG LUPA,1,0
DOH000000000005559,MARCELO GREEN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),428,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF PARA?AQUE,MARCELO GREEN VILLAGE,0,0
DOH000000000002675,MARIA CLARA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),429,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,HAGDANG BATO LIBIS,0,0
DOH000000000049916,MARIKINA CITY EMPLOYEES MEDICAL CLINIC,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),430,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,SANTO NI?O,0,0
DOH000000000004523,MARIKINA HEIGHTS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),431,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,MARIKINA HEIGHTS,0,0
DOH000000000012254,MARULAS 3S HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),432,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MARULAS,0,0
DOH000000000012251,MARULAS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),433,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 36,0,0
DOH000000000004390,MARULAS MEGA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),434,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MARULAS,0,0
DOH000000000005248,MASAMBONG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),435,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,MASAMBONG,0,0
DOH000000000002466,MASIKAP HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),436,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PATEROS,SANTA ANA,0,0
DOH000000000005915,MAUWAY HEALTH CENTER AND LYING IN CLINIC,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),437,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,MAUWAY,0,0
DOH000000000007254,MAYBUNGA FLOODWAY HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),438,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,MAYBUNGA,0,0
DOH000000000001488,MAYBUNGA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),439,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,MAYBUNGA,0,0
DOH000000000004171,MAYOR DELFIN C. SALONGA MEMORIAL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),440,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PATEROS,SANTO ROSARIO-KANLURAN,0,1
DOH000000000011696,MAYOR JUAN R. SANCHEZ MEMORIAL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),441,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PATEROS,SANTA ANA,0,0
DOH000000000000199,MAYOR MOISES R. FLORES MEMORIAL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),442,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PATEROS,SAN PEDRO,0,0
DOH000000000044263,Maysan 3S Satellite,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),443,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MAYSAN,0,0
DOH000000000007535,MAYSAN MAIN 3S,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),444,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MAYSAN,0,0
DOH000000000007275,MAYSILO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),445,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF MALABON,MAYSILO,0,0
DOH000000000029739,MELCHORA AQUINO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),446,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,NEW ERA,0,0
DOH000000000004457,MERCEDES DE JOYA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),447,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,SANTA TERESITA,0,0
DOH000000000003455,MERVILLE HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),448,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF PARA?AQUE,MERVILLE,0,0
DOH000000000002636,MIA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),449,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PASAY CITY,BARANGAY 194,0,0
DOH000000000004735,MOONWALK HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),450,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF PARA?AQUE,MOONWALK,0,0
DOH000000000000013,MURPHY SUPER HEALTH CENTER and LYING IN CLINIC,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),451,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,SAN ROQUE,0,0
DOH000000000007266,MUZON HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),452,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF MALABON,MUZON,0,0
DOH000000000007277,NAGKAISANG NAYON HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),453,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,NAGKAISANG NAYON,0,0
DOH000000000005193,NAGPAYONG SUPER HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),454,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,PINAGBUHATAN,0,0
DOH000000000004110,NAMAYAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),455,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,NAMAYAN,0,0
DOH000000000004099,NANGKA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),456,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,NANGKA,0,0
DOH000000000001471,NAPICO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),457,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,MANGGAHAN,0,0
DOH000000000012429,NAPINDAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),458,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,NAPINDAN,0,0
DOH000000000007341,NATIONAL GOVERNMENT CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),459,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,COMMONWEALTH,0,0
DOH000000000002885,NEW LOWER BICUTAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),460,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,LOWER BICUTAN,1,0
DOH000000000007258,NIUGAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),461,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF MALABON,NIUGAN,0,0
DOH000000000003359,NORTH BAY BOULEVARD NORTH,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),462,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF NAVOTAS,NORTH BAY BOULEVARD NORTH,0,0
DOH000000000040996,NORTH BAY BOULEVARD SOUTH PROPER HEALTH CENTER,Rural Health Unit,Government,NA,NATIONAL CAPITAL REGION (NCR),463,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF NAVOTAS,NBBS PROPER,0,1
DOH000000000012454,NORTH DAANG HARI HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),464,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,NORTH DAANG HARI,0,0
DOH000000000003592,NORTH FAIRVIEW HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),465,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,NORTH FAIRVIEW,0,0
DOH000000000013380,NORTH SIGNAL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),466,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,CENTRAL SIGNAL VILLAGE,0,0
DOH000000000029732,NORTH SIGNAL SUPER HEALTH CENTER (SPECIAL HEALTH UNIT),Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),467,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,NORTH SIGNAL VILLAGE,0,0
DOH000000000012457,NORTHVILLE I HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),468,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,BIGNAY,0,0
DOH000000000012462,NORTHVILLE II HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),469,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,BIGNAY,0,0
DOH000000000000875,OBLIZA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),470,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,OLYMPIA,0,0
DOH000000000005406,OLD BALARA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),471,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,MATANDANG BALARA,0,0
DOH000000000011889,OLD LOWER BICUTAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),472,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,LOWER BICUTAN,0,0
DOH000000000006108,ONSE HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),473,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF SAN JUAN,ONSE,0,0
DOH000000000007299,ORANBO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),474,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,ORANBO,0,0
DOH000000000005183,PACO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),475,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",PACO,BARANGAY 682,0,0
DOH000000000012518,PAG-ASA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),476,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,PAG-ASA,0,0
DOH000000000000878,PALANAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),477,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,PALANAN,0,0
DOH000000000012528,PALAR HEALTH STATION,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),478,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,WESTERN BICUTAN,0,0
DOH000000000006913,PALASAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),479,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,PALASAN,0,0
DOH000000000003023,PALATIW HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),480,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,PALATIW,0,0
DOH000000000037054,PALATIW HEALTH CENTER II,Rural Health Unit,Government,NA,NATIONAL CAPITAL REGION (NCR),481,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,PALATIW,0,0
DOH000000000003053,PALINGON HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),482,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,PALINGON,0,0
DOH000000000005831,PALOMAR HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),483,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",TONDO I/II,BARANGAY 259,0,0
DOH000000000004151,PALTOC HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),484,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SAMPALOC,BARANGAY 421,0,0
DOH000000000007276,PALTOK HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),485,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,PALTOK,0,0
DOH000000000012551,PAMPLONA I HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),486,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,PAMPLONA UNO,0,0
DOH000000000003113,PAMPLONA II HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),487,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,PAMPLONA DOS,0,0
DOH000000000000928,PAMPLONA III HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),488,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,PAMPLONA TRES,0,0
DOH000000000027927,PANGARAP HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),489,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 182,0,0
DOH000000000007274,PANGHULO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),490,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF MALABON,PANGHULO,0,0
DOH000000000001925,PANSOL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),491,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,PANSOL,0,0
DOH000000000000879,PARADA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),492,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,PARADA,0,0
DOH000000000007461,PARANG HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),493,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MARIKINA,PARANG,0,0
DOH000000000012576,PARKLAND HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),494,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF CALOOCAN,BARANGAY 177,0,0
DOH000000000024037,PAROLA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),495,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",TONDO I/II,BARANGAY 20,0,0
DOH000000000003755,PASO DE BLAS HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),496,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,PASO DE BLAS,0,0
DOH000000000002007,PASOLO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),497,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,PASOLO,0,0
DOH000000000007146,PAYATAS A HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),498,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,PAYATAS,0,0
DOH000000000000102,PAYATAS B HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),499,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,PAYATAS,0,0
DOH000000000007265,PAYATAS SUPER HEALTH CENTER,Rural Health Unit,Government,NA,NATIONAL CAPITAL REGION (NCR),500,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,PAYATAS,0,0
DOH000000000001470,PEDRO CRUZ HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),501,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF SAN JUAN,PEDRO CRUZ,0,0
DOH000000000005342,PEDRO GIL HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),502,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",SANTA ANA,BARANGAY 803,0,0
DOH000000000001346,PEMBO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),503,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,PEMBO,0,0
DOH000000000000200,PEOPLE'S HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),504,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,HULO,0,0
DOH000000000029745,PHASE 2 AREA 1 HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),505,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF NAVOTAS,NBBS KAUNLARAN,0,0
DOH000000000004038,PILAR HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),506,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF LAS PI?AS,PILAR,0,0
DOH000000000007667,PINAGBUHATAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),507,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,PINAGBUHATAN,0,0
DOH000000000006429,PINAGBUHATAN PUERICULTURE CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),508,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,PINAGBUHATAN,0,0
DOH000000000001464,PINAGKAISAHAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),509,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,PINAGKAISAHAN,0,0
DOH000000000029733,PINAGSAMA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),510,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF TAGUIG,PINAGSAMA,0,0
DOH000000000003632,PINALAGAD HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),511,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,MALINTA,0,0
DOH000000000004889,PINEDA HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),512,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF PASIG,PINEDA,0,0
DOH000000000002556,PINYAHAN HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),513,"NCR, SECOND DISTRICT (NOT A PROVINCE)",QUEZON CITY,PINYAHAN,0,0
DOH000000000005021,PIO DEL PILAR PUERICULTURE CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),514,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,PIO DEL PILAR,0,0
DOH000000000001505,PIO DEL PILAR RURAL HEALTH UNIT,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),515,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,PIO DEL PILAR,0,0
DOH000000000002324,PITOGO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),516,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,PITOGO,0,0
DOH000000000006850,PLAINVIEW HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),517,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,PLAINVIEW,0,0
DOH000000000005367,PLEASANT HILLS HEALTH CENTER AND LYING IN CLINIC,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),518,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,PLEASANT HILLS,0,0
DOH000000000003545,POBLACION HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),519,"NCR, SECOND DISTRICT (NOT A PROVINCE)",CITY OF MANDALUYONG,POBLACION,0,0
DOH000000000005407,POBLACION HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),520,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MAKATI,POBLACION,0,0
DOH000000000000881,POBLACION HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),521,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",CITY OF MUNTINLUPA,POBLACION,0,0
DOH000000000003977,POLO HEALTH CENTER,Rural Health Unit,Government,Local Government Unit,NATIONAL CAPITAL REGION (NCR),522,"NCR, THIRD DISTRICT (NOT A PROVINCE)",CITY OF VALENZUELA,POBLACION,0,0
